curvature,moment,NA,P,My,slope
0.0002212121212121212,5551.054539959048,5.286250498184746,0,-2.2737367544323206e-13,1559787.5888068762
0.00022424242424242422,5555.767502909999,5.260397618091652,0,-2.2737367544323206e-13,1555277.7738137962
0.00022727272727272725,5560.466698724902,5.23529540077019,0,-2.2737367544323206e-13,1550734.6189179413
0.00023030303030303027,5533.026734287696,5.101259486228052,0,-4.547473508864641e-13,-9055188.264278008
0.0002333333333333333,5569.82338188018,5.187226805521067,0,-2.2737367544323206e-13,12142893.70551975
0.00023636363636363633,5538.911129452454,5.045290482367031,0,-5.684341886080801e-13,-10201043.301149698
0.00023939393939393936,5541.8463396394545,5.01845553587853,0,-1.1368683772161603e-13,968619.3617102803
0.0002424242424242424,5544.7767778433235,4.992348755004641,0,-4.547473508864641e-13,967044.6072767758
0.00024545454545454545,5547.702358506276,4.966943257062052,0,-6.821210263296962e-13,965441.618774349
0.00024848484848484845,5550.622995850684,4.942213472384807,0,-1.1368683772161603e-13,963810.3236545247
0.0002515151515151515,5553.53860387461,4.9181350652387765,0,-5.684341886080801e-13,962150.6478956789
0.0002545454545454545,5556.449096347207,4.894684860385368,0,0.0,960462.5159570422
0.00025757575757575756,5559.2705436983615,4.871463357200931,0,0.0,931077.6258809266
0.00026060606060606057,5562.056327307046,4.848697983277374,0,-2.2737367544323206e-13,919308.5908657752
0.0002636363636363636,5564.834211965455,4.82649510121891,0,-2.2737367544323206e-13,916701.937275185
0.0002666666666666666,5567.60415158222,4.804835668828461,0,-4.547473508864641e-13,914080.073532304
0.0002696969696969697,5570.366099799547,4.783701501001827,0,-1.1368683772161603e-13,911442.9117178328
0.0002727272727272727,5573.120009990109,4.763075222126234,0,2.2737367544323206e-13,908790.3628855468
0.00027575757575757574,5575.865835253766,4.742940221617532,0,-5.684341886080801e-13,906122.3370068105
0.00027878787878787874,5578.603528414319,4.7232806123574935,0,-2.2737367544323206e-13,903438.7429825431
0.0002818181818181818,5581.3330420161965,4.704081191812751,0,-3.410605131648481e-13,900739.4886195484
0.0002848484848484848,5584.054328321083,4.685327405635772,0,-4.547473508864641e-13,898024.4806124658
0.00028787878787878786,5586.767339304481,4.667005313564945,0,-2.2737367544323206e-13,895293.6245213018
0.0002909090909090909,5589.472026652286,4.6491015574561825,0,-2.2737367544323206e-13,892546.8247758741
0.0002939393939393939,5592.1683417572085,4.631603331292168,0,-3.410605131648481e-13,889783.9846243269
0.00029696969696969697,5594.85623571524,4.614498353028046,0,-1.1368683772161603e-13,887005.0061502403
0.0003,5597.535659321967,4.597774838143648,0,-3.410605131648481e-13,884209.7902199648
